phase,phase_iteration,global_iteration,algorithm,cvar_value,root,nproc,message_size_bytes,time_sum_sec,avg_latency_sec,min_time_sec,max_time_sec,correct
warmup,0,0,binomial,1,0,64,2,0.038503736,0.000601621,0.000016241,0.001028668,1
warmup,1,1,binomial,1,0,64,2,0.002127369,0.000033240,0.000002886,0.000056115,1
warmup,2,2,binomial,1,0,64,2,0.001813668,0.000028339,0.000002875,0.000048301,1
warmup,3,3,binomial,1,0,64,2,0.002184568,0.000034134,0.000002775,0.000057017,1
warmup,4,4,binomial,1,0,64,2,0.001853528,0.000028961,0.000006903,0.000053330,1
warmup,5,5,binomial,1,0,64,2,0.001714473,0.000026789,0.000002555,0.000045616,1
warmup,6,6,binomial,1,0,64,2,0.001341437,0.000020960,0.000001473,0.000043642,1
warmup,7,7,binomial,1,0,64,2,0.001758163,0.000027471,0.000000802,0.000062146,1
warmup,8,8,binomial,1,0,64,2,0.001334524,0.000020852,0.000001683,0.000041898,1
warmup,9,9,binomial,1,0,64,2,0.001377534,0.000021524,0.000002505,0.000045405,1
warmup,10,10,binomial,1,0,64,2,0.001185410,0.000018522,0.000001723,0.000036168,1
warmup,11,11,binomial,1,0,64,2,0.001268969,0.000019828,0.000002765,0.000037841,1
warmup,12,12,binomial,1,0,64,2,0.001083927,0.000016936,0.000001363,0.000037370,1
warmup,13,13,binomial,1,0,64,2,0.001329727,0.000020777,0.000002645,0.000037791,1
warmup,14,14,binomial,1,0,64,2,0.001195201,0.000018675,0.000002444,0.000035616,1
warmup,15,15,binomial,1,0,64,2,0.001108467,0.000017320,0.000002374,0.000035928,1
warmup,16,16,binomial,1,0,64,2,0.001308657,0.000020448,0.000001393,0.000037741,1
warmup,17,17,binomial,1,0,64,2,0.001292557,0.000020196,0.000002695,0.000037631,1
warmup,18,18,binomial,1,0,64,2,0.001340120,0.000020939,0.000002394,0.000037751,1
warmup,19,19,binomial,1,0,64,2,0.001008687,0.000015761,0.000002425,0.000032191,1
warmup,20,20,binomial,1,0,64,2,0.001243402,0.000019428,0.000002374,0.000035817,1
warmup,21,21,binomial,1,0,64,2,0.001521222,0.000023769,0.000002414,0.000043291,1
warmup,22,22,binomial,1,0,64,2,0.001320447,0.000020632,0.000002375,0.000037490,1
warmup,23,23,binomial,1,0,64,2,0.001257816,0.000019653,0.000002465,0.000037410,1
warmup,24,24,binomial,1,0,64,2,0.001323232,0.000020675,0.000002354,0.000037701,1
warmup,25,25,binomial,1,0,64,2,0.001225816,0.000019153,0.000002324,0.000035797,1
warmup,26,26,binomial,1,0,64,2,0.005174099,0.000080845,0.000002404,0.000106169,1
warmup,27,27,binomial,1,0,64,2,0.001274247,0.000019910,0.000002514,0.000035616,1
warmup,28,28,binomial,1,0,64,2,0.001264680,0.000019761,0.000002465,0.000035987,1
warmup,29,29,binomial,1,0,64,2,0.001285263,0.000020082,0.000002405,0.000039494,1
warmup,30,30,binomial,1,0,64,2,0.001301253,0.000020332,0.000002364,0.000037721,1
warmup,31,31,binomial,1,0,64,2,0.001291740,0.000020183,0.000002435,0.000039464,1
